Date,DCDS,DCDE,DCBF,DCIP,E1VFVN30,FUEVFVND,FUEDCMID,TCEF,TCBF,TCFF,TCFIN,TCRES,TCSME,VCBF-MGF,VCBF-TBF,VCBF-BCF,VCBF-FIF,VESAF,VEOF,VIBF,VMEEF,VDEF,VFF,VLBF,FUEVN100,SSI-SCA,SSIBF,VLGF,FUESSV50,FUESSVFL,FUESSV30,BVFED,BVBF,BVPF,ENF,VNDAF,VNDBF,VNDCF,FUEIP100,MAFEQI,MAFBAL,MBVF,MBBOND,FUEMAV30,FUEMAVND,FUEKIV30,FUEKIVFS,FUEKIVND,FUEFCV50,VNINDEX,VN30
2013-08-26,18625.77201,8236.67,9973.88,,,,,,,,,,,,,,,,,,,,10250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,490.54,543.38
2013-09-02,18052.01601,7899.86,9949.51,,,,,,,,,,,,,,,,,,,,10257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7,531.23
2013-09-09,18334.27227,8013.82,9960.45,,,,,,,,,,,,,,,,,,,,10263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,470.16,524.17
2013-09-16,18341.37307,8027.44,9975.74,,,,,,,,,,,,,,,,,,,,10270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,475.57,531.99
2013-09-23,18430.10384,8060.63,9945.61,,,,,,,,,,,,,,,,,,,,10275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,479.09,540.25
2013-09-30,18797.68892,8314.11,9945.61,,,,,,,,,,,,,,,,,,,,10281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,492.63,551.56
2013-10-07,18705.63906,8271.61,10031.02,,,,,,,,,,,,,,,,,,,,10287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,500.47,557.54
2013-10-14,18930.3742,8330.16,10070.29,,,,,,,,,,,,,,,,,,,,10293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,493.62,551.48
2013-10-21,18884.23,8416.56,10102.33,,,,,,,,,,,,,,,,,,,,10299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,501.57,561.3
2013-10-28,18963.98,8435.71,10126.71,,,,,,,,,,,,,,,,,,,,10304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,496.46,555.95
2013-11-04,18839.75988,8374.16,10141.45,,,,,,,,,,,,,,,,,,,,10310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,497.07,554.97
2013-11-11,18940.01,8402.64,10132.06,,,,,,,,,,,,,,,,,,,,10313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,501.08,559.32
2013-11-18,18812.26,8399.12,10138.74,,,,,,,,,,,,,,,,,,,,10316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,506.48,565.36
2013-11-25,19182.04,8662.98,10147.16,,,,,,,,,,,,,,,,,,,,10325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,506.46,567.42
2013-12-02,19225.02,8638.69,10153.13,,,,,,,,,,,,,,,,,,,,10341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,508.53,568.87
2013-12-09,19334.54,8553.27,10166.29,,,,,,,,,,,,,,,,,,,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,511.23,573.21
2013-12-16,19103.53,8499.12,10162.58,,,,,,,,,,,,,,,,,,,,10353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,502.04,560.93
2013-12-23,19133.9,8447.49,10197.37,,,,,,,,,,,,,,,,,,,,10452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,508.68,565.98
2013-12-30,18988.66,8457.7,10253.01,,,,,,,,,,,,,,,,,,,,10471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,500.35,556.37
2014-01-06,19050.95915,8548.12,10244.55,,,,,,,,,,,,10009.81,,,,,,,,10478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,509.1,566.3
2014-01-13,19050.95915,8826.97,10283.96,,,,,,,,,,,,10128.17,,,,,,,,10149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,521.11,576.61
2014-01-20,19050.95915,9436.03,10286.99,,,,,,,,,,,,10208.52,,,,,,,,10494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,553.67,620.69
2014-01-27,19050.95915,9415.95,10307.94,,,,,,,,,,,,10341.38,,,,,,,,10515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,556.52,624.7
2014-02-03,19050.95915,9410.79,10322.9,,,,,,,,,,,,10344.4,,,,,,,,10524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,556.52,624.7
2014-02-10,19050.95915,9327.32,10313.75,,,,,,,,,,,,10309.7,,,,,,,,10522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9,631.42
2014-02-17,19050.95915,9646.9,10352.22,,,,,,,,,,,,10422.88,,,,,,,,10545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,570.2,638.8
2014-02-24,19050.95915,9915.5,10431.29,,,,,,,,,,,,10451.98,,,,,,,,10618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,576.58,648.49
2014-03-03,22195.30057,9627.6,10522.55,,,,,,,,,,,,10585.48,,,,,,,,10618.0,,,,,,,,,9972.0,,,,,,,,,,,,,,,,,,573.38,643.95
2014-03-10,22195.30057,10056.71,10504.2,,,,,,,,,,,,10527.79,,,,,,,,10662.0,,,,,,,,,9972.0,,,,,,,,,,,,,,,,,,583.69,655.8
2014-03-17,22195.30057,10362.63,10595.61673,,,,,,,,,,,,10638.15,,,,,,,,10683.0,,,,,,,,,9972.0,,,,,,,,,,,,,,,,,,600.36,672.15
2014-03-24,22195.30057,10293.19307,10623.21166,,,,,,,,,,,,10660.06,,,,,,,,10692.0,,,,,,,,,9972.0,,,10002.0,,,,,,,,,,,,,,,607.55,689.32
2014-03-31,22534.0522,10093.4526,10819.47107,,,,,,,,,,,,10637.99,,,,,,,,10715.0,,,,,,,,,9931.0,,,10000.0,,,,,,,,,,,,,,,591.57,670.43
2014-04-07,22534.0522,10508.73441,10762.03331,,,,,,,,,,,,10647.61,,,,,,,,10798.0,,,,,,,,,9931.0,,,9999.0,,,,,,,,,,,,,,,600.57,672.97
2014-04-14,22534.0522,10137.54268,10920.46094,,,,,,,,,,,,10768.85,,,,,,,,10778.0,,,,,,,,,9931.0,,,10003.0,,,,,,,,,,,,,,,596.11,661.12
2014-04-21,22534.0522,9812.276331,10722.0497,,,,,,,,,,,,10544.14,,,,,,,,10610.0,,,,,,,,,9931.0,,,9878.0,,,,,,,,,,,,,,,558.14,613.67
2014-04-28,22534.0522,9948.427895,10757.37618,,,,,,,,,,,,10399.16,,,,,,,,10727.0,,,,,,,,,9931.0,,,9773.0,,,,,,,9300.0,,,,,,,,573.1,628.9
2014-05-05,22534.0522,9502.09609,10727.83289,,,,,,,,,,,,10433.32,,,,,,,,10455.0,,,,,,,,,9701.0,,,9796.0,,,,,,,9301.0,,,,,,,,564.85,614.36
2014-05-12,22534.0522,8584.188509,10771.2384,,,,,,,,,,,,9903.75,,,,,,,,10337.0,,,,,,,,,9701.0,,,9414.0,,,,,,,9306.0,,,,,,,,517.05,563.3
2014-05-19,22534.0522,8997.707636,10784.45186,,,,,,,,,,,,9870.11,,,,,,,,10688.0,,,,,,,,,9701.0,,,9358.0,,,,,,,9372.0,,,,,,,,533.04,589.31
2014-05-26,22534.0522,9249.833218,10756.40032,,,,,,,,,,,,10184.89,,,,,,,,10740.0,,,,,,,,,9701.0,,,9592.0,,,,,,,9600.0,,,,,,,,544.06,596.24
2014-06-02,22534.0522,9318.796707,10766.39418,,,,,,,,,,,,10284.19,,,,,,,,10766.0,,,,,,,,,9844.0,,,9720.0,,,,,,,9647.0,,,,,,,,556.8,610.99
2014-06-09,22534.0522,9395.805047,10762.06462,,,,,,,,,,,,10178.89,,,,,,,,10761.0,,,,,,,,,9844.0,,,9609.0,,,,,,,9521.0,,,,,,,,565.61,610.92
2014-06-16,22534.0522,9545.256704,10799.79957,,,,,,,,,,,,10324.73,,,,,,,,10790.0,,,,,,,,,9844.0,,,9789.0,,,,,,,9616.0,,,,,,,,572.37,618.62
2014-06-23,22534.0522,9527.524694,10780.18562,,,,,,,,,,,,10348.43,,,,,,,,10833.0,,,,,,,,,9844.0,,,9785.0,,,,,,,9655.0,,,,,,,,565.92,609.99
2014-06-30,21232.86125,9704.439188,10795.52429,,,,,,,,,,,,10580.6,,,,10000.0,,,,10881.0,,,,,,,,,9832.0,,,9921.0,,,,,,,9706.0,,,,,,,,578.13,615.06
2014-07-07,21232.86125,9906.532114,10853.23877,,,,,,,,,,,,10808.69,,,,10014.0,,,,10898.0,,,,,,,,,9832.0,,,10031.0,,,,,,,9874.0,,,,,,,,590.69,636.75
2014-07-14,21232.86125,9975.256876,10887.6363,,,,,,,,,,,,10717.3,,,,10009.0,,,,11000.0,,,,,,,,,9832.0,,,10009.0,,,,,,,9961.0,,,,,,,,586.23,632.54
2014-07-21,21232.86125,10157.31941,10975.45994,,,,,,,,,,,,10969.55,,,,10002.0,,,,11065.0,,,,,,,,,9832.0,,,10105.0,,,,,,,9970.0,,,,,,,,601.04,645.33
2014-07-28,21232.86125,9946.849358,10982.72197,,,,,,,,,,,,11135.98,,,,9995.0,,,,11065.0,,,,,,,,,9832.0,,,10233.0,,,,,,,9992.0,,,,,,,,589.45,630.3
2014-08-04,22034.12183,10211.98317,11002.5655,,,,,,,,,,,,11024.8,,,,9996.0,,,,11182.0,,,,,,,,,10071.0,,,10152.0,,,,,,,9953.0,,,,,,,,599.04,638.98
2014-08-11,22034.12183,10088.42978,11111.98227,,,,,,,,,,,,11211.81,,,,10006.0,,,,11191.0,,,,,,,,,10071.0,,,10255.0,,,,,,,9986.0,,,,,,,,602.13,638.22
2014-08-18,22034.12183,10272.4653,11110.24231,,,,,,,,,,,,11353.4,,,,10026.0,,,,11297.0,,,,,,,,,10071.0,,,10309.0,,,,,,,10023.0,,,,,,,,605.08,647.0
2014-08-25,22034.12183,10807.13007,11229.20061,,,,,,,,,,,,11438.27,,,,9968.0,,,,11436.0,,,,,,,,,10071.0,,,10432.0,,,,,,,10048.0,,,,,,,,625.88,661.76
2014-09-01,22034.12183,10900.29744,11246.18456,,,,,,,,,,,,11770.61,10007.1,,,9973.0,,,,11440.0,,,,,,,,,10554.0,,,10711.0,,,,,,,10082.0,,,,,,,,636.65,676.82
2014-09-08,22034.12183,10733.78492,11262.8058,,,,,,,,,,,,11747.64,10012.31,,,10007.0,,,,11476.0,,,,,,,,,10554.0,,,10740.0,,,,,,,10103.0,,,,,,,,639.85,678.83
2014-09-15,22034.12183,10868.91075,11451.31262,,,,,,,,,,,,11846.96,10002.88,,,10016.0,,,,11645.0,,,,,,,,,10554.0,,,10705.0,,,,,,,10185.0,,,,,,,,630.34,668.42
2014-09-22,22034.12183,10541.74604,11532.93627,,,,,,,,,,,,11748.37,9993.46,,,9992.0,,,,11702.0,,,,,,,,,10554.0,,,10761.0,,,,,,,10237.0,,,,,,,,611.93,653.19
2014-09-29,22034.12183,10415.52995,11735.0939,,,,,,,,,,,,11722.99,10019.94,,,10083.0,,,,11722.0,,,10403.0,,,,,,10250.0,,,10884.0,,,,,,,10247.0,,,,,,,,599.78,642.98
2014-10-06,23000.20841,10744.14337,11761.46441,,10400.0,,,,,,,,,,11885.28,10029.75,,,10528.0,,,,11886.0,,,10498.19,,,,,,10250.0,,,11094.0,,,,,,,10345.0,,,,,,,,614.42,662.43
2014-10-13,23000.20841,10475.05407,11752.51759,,9900.0,,,,,,,,,,12002.8,10063.44,,,10572.0,,,,11859.0,,,10614.92,,,,,,10250.0,,,11149.0,,,,,,,10527.0,,,,,,,,614.22,651.07
2014-10-20,23000.20841,10274.531,11943.63754,,9800.0,,,,,,,,,,11543.47,9926.83,,,10199.0,,,,11829.0,,,10375.9,,,,,,10250.0,,,10641.0,,,,,9999.0,,10439.0,,,,,,,,589.24,628.09
2014-10-27,23000.20841,9998.208141,11924.55902,,9600.0,,,,,,,,,,11605.03,9984.65,,,10081.0,,,,11821.0,,,10305.48,,,,,,10250.0,,,10535.0,,,,,9754.0,,10441.0,,,,,,,,580.8,615.15
2014-11-03,22943.91433,10338.48091,11889.38654,,10100.0,,,,,,,,,,11511.69,9973.32,,,10283.0,,,,11868.0,,,10300.58,,,,,,10211.0,,,10613.0,,,,,10036.0,,10378.0,,,,,,,,603.15,644.64
2014-11-10,22943.91433,10357.39029,11937.06758,,9900.0,,,,,,,,,,11661.8,9973.68,,,10367.0,,,,11815.0,,,10273.22,,,,,,10211.0,,,10996.0,,,,,10000.0,,10419.0,,,,,,,,602.12,642.9
2014-11-17,22943.91433,10131.51399,11980.99511,,9900.0,,,,,,,,,,11682.46,10003.63,,,10223.0,,,,11765.0,,,10303.4,,,,,,10211.0,,,11064.0,,,,,9960.0,,10396.0,,,,,,,,600.93,637.21
2014-11-24,22943.91433,9906.128106,11962.35633,,9500.0,,,,,,,,,,11555.63,9915.17,,,10091.0,,,,11766.0,,,10105.72,,,,,,10211.0,,,10943.0,,,,,9599.0,,10375.0,,,,,,,,582.53,616.39
2014-12-01,22943.91433,9565.567716,11827.37653,,9700.0,,,,,,,,,,11190.76,9765.21,,,9815.0,,,,11576.0,,,9834.43,,,,,,9859.0,,,10762.0,,,,,9232.0,,10360.0,,,,,,,,568.01,614.44
2014-12-08,22943.91433,9067.102617,11827.37653,,9600.0,,,,,,,,,,11376.88,9910.15,,,9800.0,,,,11378.0,,,9894.44,,,,,,9859.0,,,10889.0,,,,,9221.0,,10435.0,,,,,,,,571.68,619.87
2014-12-15,22943.91433,8875.076746,11818.23363,,9500.0,,,,,,,,,,11017.25,9672.61,,,9775.0,,,,11522.0,,,9878.61,,,,,,9859.0,,,10651.0,,,,,8794.0,,10383.0,,,,,,,,547.93,603.92
2014-12-22,22943.91433,8835.312123,11848.85437,,9200.0,,,,,,,,,,10721.61,9447.39,,,9432.0,,,,11398.0,,,9475.59,,,,,,9859.0,,,10367.0,,,,,8671.0,,10279.0,,,,,,,,537.54,587.56
2014-12-29,22943.91433,8801.743955,11869.13798,,9200.0,,,,,,,,,,10786.18,9529.99,,,9065.0,,,,11370.0,,,9713.25,,,,,,9859.0,,,10402.0,,,,,8541.0,,10409.0,,,,,,,,532.68,583.36
2015-01-05,20768.75777,9017.075355,11866.41345,,9400.0,,,,,,,,,,10943.38,9651.07,,,9353.0,,,,11403.0,,,9816.09,,,,,,9761.0,,,10605.0,,,,,8757.0,,10534.0,,,,,,,,544.45,599.69
2015-01-12,20768.75777,9245.025181,11877.68202,,9600.0,,,,,,,,,,10900.33,9619.83,,,9512.0,,,,11432.0,,,9853.01,,,,,,9860.0,,,10738.0,,,,,9172.0,,10607.0,,,,,,,,574.32,615.73
2015-01-19,20768.75777,9218.502703,11907.24882,,9500.0,,,,,,,,,,11102.56,9807.59,,,9567.0,,,,11454.0,,,9941.68,,,,,,10007.0,,,10790.0,,,,,9116.0,,10476.0,,,,,,,,571.51,611.64
2015-01-26,20768.75777,9337.524156,11904.619,,9500.0,,,,,,,,,,11045.51,9761.61,,,9627.0,,,,11583.0,,,9915.57,,,,,,9856.0,,,10481.0,,,,,9242.0,,10415.0,,,,,,,,580.64,612.64
2015-02-02,20768.75777,9099.720253,12031.40059,,9300.0,,,,,,,,,,11078.58,9769.04,,,9548.0,,,,11698.0,,,9878.53,,,,,,10089.0,,,10405.0,,,,,9117.0,,10426.0,,,,,,,,570.37,598.46
2015-02-09,20768.75777,9244.465348,12021.00553,,9300.0,,,,,,,,,,11005.79,9679.84,,,9623.0,,,,11724.0,,,9812.85,,,,,,9643.0,,,10273.0,,,,,9220.0,,10313.0,,,,,,,,573.55,594.77
2015-02-16,20768.75777,9511.553756,12107.35916,,9500.0,,,,,,,,,,11165.7,9829.75,,,9847.0,,,,11729.0,,,9931.98,,,,,,9954.0,,,10825.0,,,,,9395.0,,10368.0,,,,,,,,587.24,617.2
2015-02-23,20768.75777,9573.251352,12147.73116,,9500.0,,,,,,,,,,11165.7,9829.75,,,9732.0,,,,11667.0,,,9949.78,,,,,,10102.0,,,10846.0,,,,,9390.0,,10400.0,,,,,,,,587.24,617.2
2015-03-02,20768.75777,9552.157199,12169.36272,,9500.0,,,,,,,,,,11132.0,9810.81,,,9695.0,,,,11725.0,,,9968.66,,,,,,10149.0,,,10880.0,,,,,9401.0,,10381.0,,,,,,,,590.73,617.05
2015-03-09,20768.75777,9530.433899,12213.53548,,9600.0,,,,,,,,,,11319.71,10011.21,,,9871.0,,,,11730.0,,,10024.65,,,,,,10323.0,,,10951.0,,,,,9381.0,,10473.0,,,,,,,,588.44,620.88
2015-03-16,20768.75777,9403.846708,12187.22982,,9400.0,,,,,,,,,,11253.16,9950.9,,,9840.0,,,,11734.0,,,10018.67,,,,,,10144.0,,,10923.0,,,,,9246.0,,10443.0,,,,,,,,580.8,610.63
2015-03-23,20768.75777,9187.26544,12201.43476,,9400.0,,,,,,,,,,11149.41,9861.76,,,9667.0,,,,11728.0,,,9971.87,,,,,,9956.0,,,10851.0,,,,,9041.0,,10393.0,,,,,,,,570.89,598.07
2015-03-30,20768.75777,8989.960835,12152.17444,,9000.0,,,,,,,,,,10914.61,9620.67,,,9431.0,,,,11768.0,,,9912.46,,,,,,9719.0,,,10651.0,,,,,8671.0,,10328.0,,,,,,,,545.19,576.6
2015-04-06,20737.23605,9006.907796,12152.17444,,8900.0,,,,,,,,,,10960.88,9674.75,,,9405.0,,,,11783.0,,,9829.21,,,,,,9416.0,,,10633.0,,,,,8525.0,,10154.0,,,,,,,,542.97,572.71
2015-04-13,20737.23605,9097.684367,12152.84856,,9000.0,,,,,,,,,,11101.35,9812.43,,,9607.0,,,,11793.0,,,9914.21,,,,,,9543.0,,,10798.0,,,,,8775.0,,10267.0,,,,,,,,559.54,589.77
2015-04-20,20737.23605,9166.535981,12154.61797,,9200.0,,,,,,,,,,11220.5,9970.03,,,9630.0,,,,11741.0,,,9979.15,,,,,,9732.0,,,10826.0,,,,,8909.0,,10327.0,,,,,,,,565.04,595.82
2015-04-27,20737.23605,9104.671938,12111.05569,,9100.0,,,,,,,,,,11295.73,10060.21,,,9456.0,,,,11683.0,,,10025.89,,,,,,9719.0,,,10779.0,,,,,8884.0,,10439.0,,,,,,,,562.4,593.15
2015-05-04,20737.23605,8978.777375,12133.33219,,9000.0,,,,,,,,,,11223.67,9990.5,,,9238.0,,,,11672.0,,,9993.5,,,,,,9348.0,,,10834.0,,,,,8591.0,,10449.0,,,,,,,,545.08,576.52
2015-05-11,20737.23605,8978.777375,12126.75971,,9000.0,,,,,,,,,,11058.83,9825.38,,,9204.0,,,,11670.0,,,9839.85,,,,,,9455.0,,,10595.0,,,,,8669.0,,10302.0,,,,,,,,551.67,579.41
2015-05-18,20737.23605,8978.777375,12126.75971,,8700.0,,,,,,,,,,10989.9,9750.47,,,8824.0,,,,11686.0,,,9811.82,,,,,,9353.0,,,10554.0,,,,,8276.0,,10348.0,,,,,,,,528.95,552.9
2015-05-25,20737.23605,8978.777375,12126.75971,,9000.0,,,,,,,,,,11102.0,9833.95,,,9262.0,,,,11592.0,,,9871.32,,,,,,9418.0,,,10818.0,,,,,8836.0,,10463.0,,,,,,,,563.0,588.36
2015-06-01,20737.23605,8978.777375,12126.75971,,9100.0,,,,,,,,,,11166.3,9957.97,,,9270.0,,,,11605.0,,,9955.29,,,,,,9685.0,,,10925.0,,,,,8954.0,,10510.0,,,,,,,,574.98,593.61
2015-06-08,20737.23605,8978.777375,12126.75971,,9100.0,,,,,,,,,,11219.27,9999.85,,,9463.0,,,,11627.0,,,9867.81,,,,,,9651.0,,,11006.0,,,,,9040.0,,10553.0,,,,,,,,579.83,594.51
2015-06-15,20737.23605,8978.777375,12126.75971,,9300.0,,,,,,,,,,11336.55,10148.35,,,9740.0,,,,11620.0,,,9992.17,,,,,,9843.0,,,11156.0,,,,,9128.0,,10541.0,,,,,,,,586.48,604.53
2015-06-22,20737.23605,8978.777375,12126.75971,,9400.0,,,,,,,,,,11324.18,10145.4,,,9767.0,,,,11675.0,,,9994.61,,,,,,9887.0,,,11178.0,,,,,9263.0,,10551.0,,,,,,,,594.08,615.1
2015-06-29,20737.23605,9961.555074,12195.94319,,9600.0,,,,,,,,,,11465.95,10218.47,,,9765.0,,,,11725.0,,,10182.94,,,,,,10048.0,,,11332.0,,,,,9297.0,,10536.0,,,,,,,,591.75,620.22
2015-07-06,22260.85218,9961.555074,12195.94319,,10100.0,,,,,,,,,,11577.9,10398.19,,,10022.0,,,,11750.0,,,10206.34,,,,,,10270.0,,,11424.0,,,,,9825.0,,10563.0,,,,,,,,625.22,649.54
2015-07-13,22260.85218,9961.555074,12195.94319,,10000.0,,,,,,,,,,11648.86,10484.01,,,10100.0,,,,11748.0,,,10348.39,,,,,,10520.0,,,11584.0,,,,,9943.0,,10530.0,,,,,,,,634.06,652.28
2015-07-20,22260.85218,9961.555074,12195.94319,,10000.0,,,,,,,,,,11682.14,10510.11,,,9945.0,,,,11817.0,,,10352.43,,,,,,10589.0,,,11557.0,,,,,9721.0,,10606.0,,,,,,,,620.54,644.19
2015-07-27,22260.85218,9961.555074,12195.94319,,10200.0,,,,,,,,,,11894.34,10721.81,,,10293.0,,,,11868.0,,,10594.45,,,,,,10679.0,,,11626.0,,,,,9966.0,,10626.0,,,,,,,,635.46,665.66
2015-08-03,23461.76427,10576.98741,12286.02046,,10100.0,,,,,,,,,,11961.61,10818.52,,,10011.0,,,,11856.0,,,10607.84,,,,,,10670.0,,,11671.0,,,,,9515.0,,10578.0,,,,,,,,609.47,636.92
2015-08-10,23461.76427,10576.98741,12286.02046,,10200.0,,,,,,,,,,11828.41,10670.81,,,10298.0,,,,11851.0,,,10602.96,,,,,,10507.0,,,11601.0,,,,,9691.0,,10735.0,,,,,,,,614.53,649.99
2015-08-17,23461.76427,10576.98741,12286.02046,,9700.0,,,,,,,,,,11898.05,10746.84,,,10082.0,,,,11791.0,,,10694.98,,,,,,10546.0,,,11578.0,,,,,9080.0,,10658.0,,,,,,,,573.15,607.44
2015-08-24,23461.76427,10576.98741,12286.02046,,8900.0,,,,,,,,,,11791.14,10555.79,,,9464.0,,,,11797.0,,,10583.89,,,,,,10295.0,,,11518.0,,,,,8275.0,,10514.0,,,,,,,,526.93,558.92
2015-08-31,22256.103,9928.026941,12299.45566,,9400.0,,,,,,,,,,11629.06,10360.36,,,9874.0,,,,11861.0,,,10333.84,,,,,,9669.0,,,11289.0,,,,,8881.0,,10364.0,,,,,,,,564.75,586.23
2015-09-07,22256.103,9928.026941,12299.45566,,9100.0,,,,,,,,,,11509.14,10174.19,,,9791.0,,,,11844.0,,,10320.3,,,,,,9737.0,,,11207.0,,,,,8692.0,,10416.0,,,,,,,,554.93,574.09
2015-09-14,22256.103,9928.026941,12299.45566,,9300.0,,,10000.0,10000.0,,,,,,11681.81,10394.2,,,9884.0,,,,11880.0,,,10372.51,,,,,,9759.0,,,11348.0,,,,,8813.0,,10408.0,,,,,,,,562.17,576.0
2015-09-21,22256.103,9928.026941,12299.45566,,9400.0,,,9993.58984375,9994.3603515625,,,,,,11632.21,10340.2,,,10156.0,,,,11900.0,,,10267.49,,,,,,9706.0,,,11326.0,,,,,8996.0,,10391.0,,,,,,,,572.12,590.46
2015-09-28,22256.103,9928.026941,12299.45566,,9300.0,,,9988.0302734375,9989.5595703125,,,,,,11851.0,10589.87,,,10241.0,,,,11922.0,,,10533.76,,,,,,9873.0,,,11578.0,,,,,8884.0,,10538.0,,,,,,,,564.88,582.42
2015-10-05,22699.37545,10391.54,12375.20925,,9300.0,,,9972.2802734375,10086.099609375,,,,,,11942.97,10681.38,,,10347.0,,,,11935.0,,,10562.18,,,,,,9837.0,,,11582.0,,,,,8979.0,,10574.0,,,,,,,,570.0,588.73
2015-10-12,22699.37545,10460.33,12375.20925,,9700.0,,,10183.0,10080.2998046875,,,,,,12298.42,11074.4,,,10473.0,,,,11946.0,,,10800.69,,,,,,9948.0,,,11842.0,,,,,9245.0,,10696.0,,,,,,,,592.1,609.55
2015-10-19,22699.37545,10617.76,12375.20925,,9700.0,,,10272.900390625,10152.2998046875,,,,,,12485.71,11286.89,,,10558.0,,,,12029.0,,,11036.21,,,,,,10041.0,,,11943.0,,,,,9317.0,,10965.0,,,,,,,,594.61,611.37
2015-10-26,22699.37545,10748.0,12375.20925,,9800.0,,,10221.599609375,10064.5,,,,,,12705.67,11498.18,,,10488.0,,,,12047.0,,,11123.56,,,,,,10069.0,,,11963.0,,,,,9344.0,,11000.0,,,,,,,,598.61,612.21
2015-11-02,22699.37545,11045.39,12375.20925,,9700.0,,,10471.2998046875,10007.099609375,,,,,,12886.75,11736.72,,,10674.0,,,,12058.0,,,11418.91,,,,,,10058.0,,,12187.0,,,,,9434.0,,10991.0,,,,,,,,602.76,613.19
2015-11-09,22699.37545,10869.27,12375.20925,,9900.0,,,10497.7001953125,10023.0,,,,,,12941.91,11751.41,,,10663.0,,,,12099.0,,,11443.51,,,,,,10135.0,,,12233.0,,,,,9514.0,,10974.0,,,,,,,,610.66,619.44
2015-11-16,22699.37545,11074.41,12375.20925,,9900.0,,,10206.7001953125,10056.7998046875,,,,,,13062.04,11908.99,,,10726.0,,,,12109.0,,,11371.96,,,,,,10150.0,,,12156.0,,,,,9534.0,,10902.0,,,,,,,,609.21,619.14
2015-11-23,24081.17668,10768.45804,12523.68298,,9700.0,,,10188.5,10090.5,,,,,,13133.09,11996.63,,,10639.0,,,,12093.0,,,11655.21,,,,,,10207.0,,,12225.0,,,,,9332.0,,10740.0,,,,,,,,599.99,606.93
2015-11-30,23237.89255,10531.34441,12546.06607,,9400.0,,,9798.150390625,10038.099609375,,,,,,12797.48,11597.35,,,10385.0,,,,12109.0,,,11333.42,,,,,,10150.0,,,11941.0,,,,,8887.0,,10894.0,,,,,,,,573.2,581.94
2015-12-07,23106.61506,10688.8338,12553.53877,,9300.0,,,9739.48046875,10038.900390625,,,,,,12866.32,11651.11,,,10332.0,,,,12110.0,,,11382.27,,,,,,10039.0,,,12029.0,,,,,8736.0,,10839.0,,,,,,,,563.62,575.34
2015-12-14,23253.19627,10693.87912,12611.79276,,9200.0,,,9757.7802734375,10046.099609375,,,,,,12783.03,11569.56,,,10204.0,,,,12132.0,,,11356.58,,,,,,9949.0,,,11938.0,,,,,8715.0,,10883.0,,,,,,,,562.22,579.42
2015-12-21,23491.16423,10599.18571,12611.2506,,9300.0,,,9599.259765625,10053.400390625,,,,,,13124.62,11934.0,,,10328.0,,,,12154.0,,,11564.52,,,,,,10030.0,,,12094.0,,,,,8763.0,,10797.0,,,,,,,,566.9,577.73
2015-12-28,23340.91001,10697.07423,12617.54533,,9300.0,,,9585.5302734375,10077.099609375,,,,,,12876.75,11703.8,,,10190.0,,,,12167.0,,,11372.4,,,,,,9952.0,,,11966.0,,,,,8770.0,,10805.0,,,,,,,,569.9,583.16
2016-01-04,23481.89738,10594.23757,12622.81363,,9400.0,,,9602.3798828125,10118.099609375,,,,,,13059.92,11906.67,,,10287.0,,,,12130.0,,,11557.31,,,,,,10020.0,,,12058.0,,,,,8807.0,,10814.0,,,,,,,,574.41,589.91
2016-01-11,22766.67753,10479.67082,12631.19564,,9200.0,,,9454.9501953125,10203.400390625,,,,,,12911.68,11719.25,,,10073.0,,,,12113.0,,,11453.78,,,,,,10018.0,,,11854.0,,,,,8460.0,,10806.0,,,,,,,,557.87,573.72
2016-01-18,22131.79545,10166.85204,12635.37815,,8700.0,,,9295.2099609375,10180.7001953125,,,,,,12744.24,11512.6,,,9809.0,,,,12112.0,,,11193.87,,,,,,9857.0,,,11766.0,,,,,8036.0,,10679.0,,,,,,,,526.37,541.18
